Income,Customer_Seniority,Numwebvisitsmonth,Id,Total_Children,Customer_Seniority_Days
150663,2012-06-14,14,492ad7d9-011e-4e1a-b28c-71944b707cce,1,930
167484,2012-10-12,3,878a37d8-5e64-4348-92c1-59974a68507c,2,810
49630,2012-01-08,5,073446a3-4caf-411f-b01e-d7336463d014,1,1088
99162,2012-10-18,13,a0255a7d-c6d7-4d29-9a5a-a432c19ae89e,4,804
45619,2012-04-23,1,ff495365-c5c4-4bdb-87ee-f78eeea4ef9d,1,982
116749,2012-03-01,7,e6986174-e517-4520-b873-083234312fdc,4,1035
177498,2012-08-14,32,e03edd6d-4535-4236-a26b-2096301f30f2,3,869
9326,2012-11-22,9,eedc367c-56e3-4388-81c0-ccdcfe2fc78a,2,769
85394,2012-05-10,4,8fd539ed-aa00-45db-8c11-1b65b08ce8b5,1,965
169029,2012-02-20,30,7ef187a2-d610-4a23-9db1-031422f256f7,2,1045
27643,2012-04-17,4,18be2974-fb30-42b1-8f9e-249dba8b1152,4,988
131334,2012-08-11,31,abce8e46-94c1-4aa8-a5a0-93e759c62f53,2,872
100999,2012-07-07,7,b8edc8c3-f8ea-4407-aa7c-cf590c38a24f,4,907
173022,2012-11-11,18,424fc307-371b-41b0-a490-5b561b857a20,2,780
10674,2012-10-14,23,6f9fc7b6-ec4f-47f2-bbd3-0268c66448d9,4,808
31618,2012-02-23,32,bb96a8ce-7861-458d-83b5-14a50fad8363,2,1042
114567,2012-07-09,32,af525fda-af09-44b4-ae68-2ff1b6efa385,2,905
89148,2012-09-09,27,bcce8abe-736f-4ba0-a1f7-4e3787b81e3e,1,843
117360,2012-08-16,18,f1f27d2a-15b1-4e03-b600-ff7cbcdb0d83,3,867
55863,2012-10-22,11,fe5aa2a9-f49d-4982-bf10-851dd4e822af,3,800
50743,2012-09-22,5,d70290f2-2fcd-4506-9f0d-f965f8a0f512,1,830
78472,2012-01-03,18,578435b8-064c-4a63-bc2f-0760a8937b51,2,1093
91443,2012-10-26,23,718f0f9e-5f95-463d-9031-afe2c22956df,2,796
102046,2012-10-31,27,435a55f4-7966-45b2-bd4e-7f86e0e225c0,1,791
128623,2012-08-03,3,1f75b9af-83b3-4667-a7c2-f42ae2ba11cc,0,880
139404,2012-08-31,24,0cae8f90-c98e-4a48-b28e-e62360848351,4,852
137719,2012-06-13,29,c0827028-b471-455a-81d7-c4b9011b558c,4,931
72008,2012-07-13,23,e5633171-4e9c-45c2-b29f-318c0b65a0d8,1,901
43319,2012-12-09,26,64e2e69d-5459-45c5-84c8-b6490c7f3743,0,752
44757,2012-02-21,20,c7bcda79-bad7-4c02-a3a7-2ef50e95c94b,0,1044
125789,2012-04-23,30,55d17d36-43e0-455b-b56e-6e458670e7ac,4,982
100623,2012-03-06,14,b8863f4b-d26b-4f9c-a0e1-0376ee3222c7,3,1030
91952,2012-06-27,31,c1fa4ce3-e4e6-45c8-94c4-bef34aa49da2,2,917
48945,2012-07-07,25,4df2efb2-fbb1-44cc-b5fb-9e58c1334639,3,907
126307,2012-08-29,11,d18dfaaf-4efc-43e9-b3b3-1123fd4c1824,2,854
22146,2012-07-28,9,c096766f-a9c2-4f8f-8e7b-d1f40c58bedd,1,886
69552,2012-07-27,7,5ef365a8-2044-4529-b9a8-748436ad20fa,0,887
43310,2012-02-06,22,139b0880-0b2f-4ad6-a441-56dd85360ebe,1,1059
98449,2012-07-21,18,9f1ebaa8-19a5-4410-ae5d-b6a89c1acd94,1,893
98883,2012-04-01,11,59e17721-391b-4222-a14c-612cedbbfcd1,1,1004
100694,2012-07-28,29,e70d08ec-937b-4c01-8f3e-ce982c448185,3,886
84211,2012-06-13,12,dead5f96-f085-454f-b298-6e6e2d4de8c8,3,931
123901,2012-01-05,30,178c957b-31eb-4913-9384-18b6964df712,1,1091
111714,2012-03-03,29,00954def-bb14-45e4-87a5-3196954ed6a0,0,1033
134450,2012-02-19,12,f6955e7f-5807-40fe-ac3c-5df14615cd7f,2,1046
125076,2012-05-08,31,8209982c-e6e3-4e10-8842-d319546a6b4b,3,967
153029,2012-06-22,16,1f4b80bb-c079-46bb-ba95-4e275ace7705,1,922
147156,2012-02-25,2,9ffea6d9-4924-4101-bd77-343ed7787df9,2,1040
169608,2012-04-07,3,2ddb5a9c-5431-4c18-9358-73b46af20b91,1,998
166754,2012-12-28,16,22c47ce7-0db1-4e6c-8c7d-f4734f7c6477,2,733
97141,2012-07-19,16,dca09b6a-82df-4b1f-b19c-91ea0416538a,2,895
110542,2012-03-27,26,5878bb8b-fef1-4de4-9894-51b6084aaea0,3,1009
171014,2012-09-09,11,7a05098c-4953-4eb5-8f1c-051435ab2a20,2,843
87166,2012-01-06,7,aedf84b9-4a66-49f9-b549-a320b8eb087d,2,1090
179761,2012-11-18,27,34b7f077-81e0-4106-a0c7-43636cd698e1,2,773
168865,2012-05-09,14,25c74a1f-d316-4011-8557-66b65a7e5912,2,966
94186,2012-12-03,28,2fd8e0c3-5c4c-4caa-9d6c-b894673283a0,2,758
6546,2012-01-13,27,b194116a-2f61-47e8-9094-ef4c4ff8726e,4,1083
167702,2012-11-21,21,29668fc9-c956-4212-980b-93dce16eb6ae,2,770
40938,2012-02-20,20,a0483d54-afc6-4d45-b127-0f65c54d0f4b,2,1045
72308,2012-11-17,27,681d78aa-c29a-4a62-80a1-49c5605609e2,3,774
110029,2012-08-26,7,b659753f-693d-4cce-a185-71eb42e90923,2,857
115109,2012-12-30,21,450631c2-c67f-4f39-8d2a-7dba97276bba,1,731
155599,2012-09-07,7,3822e5ff-dff3-438f-bf9d-66b954023723,4,845
112856,2012-02-15,6,609f4cfd-8942-4e0f-9bf8-0a9e93b7deb1,0,1050
13607,2012-10-19,19,ada80d31-63f8-4347-b0f0-dd6db534aa85,1,803
90824,2012-12-20,21,a39b28a4-2488-4d4d-874d-0009259eaab6,3,741
37909,2012-07-18,3,eedbd1a8-9372-4636-a0cb-1176a00de8bb,1,896
107162,2012-07-10,2,bc3a58de-5492-4d85-91be-a05c49619c53,0,904
178469,2012-10-29,24,a7b60e15-9120-4d6c-ab40-50787c1ff696,3,793
121261,2012-05-14,9,e788146f-e4d8-4d31-8637-bce44a70d267,1,961
135627,2012-12-29,32,dc9028f2-c52e-4825-93f3-2e5911b3c42f,1,732
94433,2012-06-03,20,1fbfe86f-b717-42cd-aeec-86fd085e8195,3,941
116551,2012-09-26,21,de4e87d4-0708-4afe-b711-3daf056bbaa3,2,826
47281,2012-08-03,27,942ac468-edfd-4ff2-bd49-53a52a60e636,0,880
106961,2012-08-29,13,cf0320df-10b6-4395-ae90-f8080408d093,3,854
166577,2012-12-24,27,2782f949-dfca-4d9e-924b-b44f084d881a,0,737
132715,2012-03-25,14,fabaecf2-ff52-4338-9340-9cf5cdc0d9ca,3,1011
130253,2012-12-23,5,06b069cf-6bc1-4117-83e6-8778b2b8ae78,3,738
58381,2012-09-20,10,79f8682d-f0ba-41ca-98d0-f660ce8c15b6,4,832
129831,2012-03-15,24,30661bba-7211-4cbf-a9fb-20140cdec699,2,1021
132520,2012-04-11,19,df85cc34-5235-4bfd-99a4-601283f98682,2,994
103555,2012-12-10,10,23e696ab-d18d-4b16-8b7f-42bdf020d056,2,751
27856,2012-08-26,13,67961f48-1fab-4524-82a8-5de45518ee52,1,857
10561,2012-04-12,11,57def730-e7a8-455e-bd89-c92faf718be0,1,993
92514,2012-08-13,6,9e75a555-f528-41fa-9b9f-4f2ef9c973a5,2,870
90332,2012-12-08,16,0adc976d-5027-4c23-b558-770d59d52ee4,3,753
6773,2012-03-24,14,c04b541e-083c-42e4-b8ca-7efa6c9b3124,3,1012
99734,2012-05-18,2,52a094a1-751d-49b8-b1e0-8a7cf3393a23,2,957
140742,2012-03-11,25,01f3ab0e-37fb-411b-9934-1af82a897f71,2,1025
67668,2012-11-30,1,8f90ec0e-3428-4d83-a5e3-2617982d1d74,2,761
38780,2012-08-05,9,a24ffadd-aed5-4c86-a058-3999751dff5a,2,878
66435,2012-01-01,24,1907b891-166d-4d29-98b8-7131e4e34317,2,1095
87044,2012-09-20,14,000d1387-7292-4cc5-bd53-1fe429fd3bfb,2,832
156722,2012-01-20,31,de97c848-eead-4767-9f4b-c89e517aa8cb,3,1076
152640,2012-10-12,9,c3036f6a-c6c1-40bb-848c-693dd454d80a,1,810
132791,2012-05-27,10,43510a35-d5d2-4edd-9e18-dbb0ff5d20ba,4,948
125100,2012-09-11,4,e4d83e13-4eed-4ef3-9d02-230668a449b8,1,841
163874,2012-07-19,1,b2ec3260-04fa-4812-bfac-f6ac047d28af,1,895
16408,2012-08-24,15,ec06e58e-9201-402e-9645-24b1eb26ae61,3,859
147320,2012-11-28,26,beaca107-354c-49e3-87e2-159926a65553,2,763
87948,2012-12-24,8,c5923e8e-efec-4248-97c1-a3d0d844d352,4,737
175996,2012-12-08,26,927a4d1d-0b6d-472c-b082-094868975069,0,753
91189,2012-04-02,29,791645fd-7e83-4bde-b00b-58e9800ab640,2,1003
128291,2012-10-26,6,76447be3-dbf2-4482-a5e3-01b0ee386786,3,796
151538,2012-12-10,24,1078494d-65f3-434e-aa62-41b7b54a2b21,3,751
97458,2012-11-07,6,eddb5432-91d4-4a8c-85fe-e5b67df8d52f,4,784
8544,2012-03-21,21,d4e87f56-61cc-4dc9-bac7-13aacf4e30e1,0,1015
6465,2012-12-19,19,b0a36d3f-dd21-41f1-af3d-aeb079750451,2,742
61479,2012-01-02,17,69e63cb2-59ec-4345-947e-ed72644c50e4,2,1094
156819,2012-08-26,22,5df64f83-8307-4fe1-9b23-984b8378e912,4,857
134105,2012-05-19,24,5261cfb7-85bd-4749-a127-8a67b5facedb,2,956
91507,2012-10-24,11,99fccf94-9b76-4b4f-badc-a58f976fccae,0,798
86267,2012-04-30,9,1b76143f-46dd-4d77-aa95-ba687b665475,3,975
115259,2012-12-22,22,5829a7c6-c8a1-4795-8a40-9d49d45b7df3,2,739
77470,2012-03-15,13,9067376b-a5fb-4d6f-890e-74dd49e1ac7e,0,1021
64166,2012-07-02,25,3074f2a4-8536-49c8-9974-59cd63610832,1,912
147063,2012-08-08,24,e6a38646-0e1b-4833-a55d-e7f4687b957c,2,875
146602,2012-07-19,21,0f42e6c6-aac4-4ed3-9d72-48b275f8f79a,1,895
171264,2012-02-20,20,c6ca18c1-901e-47d5-b8fb-1f66cc0a29ee,2,1045
48528,2012-09-16,23,2d7194c0-c570-46f5-8c64-9bf38ca5450f,4,836
26566,2012-09-22,16,dc780967-4918-47b7-9645-d6fd315c8bf7,2,830
100456,2012-03-28,31,d28b0c8f-5521-4b1e-aac2-022cc0759f55,0,1008
91182,2012-08-29,1,d4123351-2d6a-442f-9e12-9766254b7c7a,3,854
123160,2012-06-27,31,8ffd53d0-e8f4-4d8f-bb60-69875db0b5d5,2,917
97562,2012-05-21,11,3ef53155-0634-43ca-b2cb-d85f6d823a46,2,954
61208,2012-03-25,24,bb04fb1b-65a4-44fd-aa39-452584cbe758,2,1011
91187,2012-05-25,28,5512de66-9ddf-42e5-bd41-de32cdc02a02,2,950
69382,2012-08-10,9,55088c66-d3fd-4a8e-881b-7faed3c3270d,2,873
38404,2012-12-15,13,db8519d3-a86e-46cc-a53d-a0bcf1bd99b9,2,746
121218,2012-11-13,7,1433c54b-a4e8-48d5-87ce-c0ae54edb409,4,778
10663,2012-10-14,24,61387929-7184-453d-b803-ebd5fc24aa82,3,808
80628,2012-07-25,6,af2744c9-51f5-4074-b67c-770ae4673800,3,889
92658,2012-05-05,25,5692b425-18aa-4504-8226-f69e1f9e0042,2,970
176483,2012-07-18,20,f27980ad-354d-4809-95bf-1d4ae210c4fb,2,896
28169,2012-10-06,10,7c214146-02b8-4600-be32-b55ec90bb8bf,2,816
159295,2012-04-28,10,96dda573-c4ce-41a2-ba34-676828f9a367,2,977
128811,2012-07-11,17,a5a7e393-bce3-44f0-bcbd-1caa72e25b3b,0,903
128621,2012-07-17,5,bf56c65c-0751-48c4-8410-413b654eba5d,1,897
166078,2012-11-02,24,9850b8ba-fc2a-440f-964e-e44a8851e675,4,789
131561,2012-05-20,4,6552307c-70d7-4892-b871-0feef22069e1,3,955
133752,2012-06-01,16,c151406a-f9fe-4a4e-852f-201c27c098d4,2,943
170958,2012-12-29,11,0dd46ab0-bc08-450e-beeb-3edccf1a3314,2,732
20957,2012-02-07,27,7df06022-d176-4b1a-82d9-f8e001a1a094,1,1058
18404,2012-10-29,16,62dbcbcb-3af7-4669-8c38-f91b7d346b60,1,793
9267,2012-06-04,13,95c4986c-fd0d-4323-b67b-a8f6c1dad3a9,3,940
56081,2012-02-13,2,60a708a9-791c-4082-afb4-ebb73b161ffe,1,1052
10792,2012-01-22,15,29d0471b-9522-4c8c-a1fc-6501221304a6,2,1074
90131,2012-07-11,20,137a107f-c136-4ec5-af07-f70b99f3fcd8,1,903
66135,2012-05-02,19,aba9b94d-4c06-44c4-8a7c-0d5698f3b87a,2,973
167512,2012-06-09,28,78b01b8f-9352-4092-9675-f38b5868a192,4,935
105600,2012-01-22,19,7ea311fe-8864-41fd-a1ad-19aa2aea7142,2,1074
151850,2012-11-17,18,cd8009cc-b141-49b6-8247-d7e8073811c9,1,774
123405,2012-07-09,24,54ba23ca-0649-464a-89f8-1c901241b566,2,905
76754,2012-09-19,28,61d0b94d-19b8-4d57-a87a-e8bfc640f816,1,833
49684,2012-02-29,26,7af99a78-ada4-45a9-b8db-f7d54923ccdb,2,1036
70969,2012-05-04,8,4954288d-8b93-4dfc-8554-5606875a9f4e,0,971
95567,2012-09-30,17,9bb912ff-9785-4a7d-8a55-e6a461c0c805,2,822
84046,2012-09-02,26,16fb351c-1422-4267-9b41-619d4110736c,2,850
141771,2012-07-14,10,28cddb2c-b203-4787-9125-12cb0548bc1a,2,900
169629,2012-06-26,14,3c40e461-8bec-4b9a-ba91-42629ace9e10,1,918
128644,2012-12-04,10,ae298588-0309-4f73-8a6e-898e46d73fd0,4,757
122759,2012-04-08,9,94cf3399-5803-4392-b951-856f678aea90,0,997
70610,2012-02-01,6,72db8e73-ea00-4530-84f7-20b25bc9b21e,3,1064
97174,2012-07-09,17,47f16dd7-dd33-43ad-8f2a-a2af5a8daba6,1,905
22581,2012-04-16,31,572dc066-6d0a-449f-a7f2-000a611bdd9a,3,989
6770,2012-04-30,26,4e429b39-47a0-4e7f-a595-c892e7c5fbd1,2,975
48666,2012-01-29,7,402733c7-d74f-46a5-b845-92bbd91aa664,3,1067
77643,2012-10-24,32,052c0980-1f49-4e61-b074-701bf0038590,0,798
119530,2012-06-08,29,f2a6e286-dc0b-4ab3-90a7-0c2a8c96f86e,0,936
76801,2012-02-29,5,205b8546-c850-4c78-a8ee-8fee43f60241,1,1036
24215,2012-11-29,18,1c3da8d8-014d-4645-b184-d3bd9feeabbb,3,762
10800,2012-09-19,11,c351201e-fc94-448b-a59c-599d696c0ca7,3,833
164048,2012-11-25,18,17e183a2-4734-41db-b9cd-433dd681a6e0,3,766
153836,2012-04-15,6,fc5fd2f3-efe0-4f05-aa3a-d8d1174880f2,1,990
46981,2012-09-28,2,255ae3a1-075d-4c1a-a3c2-2ce8970f10e1,2,824
124458,2012-01-27,32,6b40c357-8dfc-4f12-8720-48ff60488b41,3,1069
30167,2012-08-23,4,ea41e9be-6544-4947-a74d-2ba608ad3e3b,1,860
159246,2012-02-29,29,4e4f8d88-a0b3-42ae-a688-8b33acbe7f16,2,1036
38249,2012-06-05,32,afc350d6-94ab-40ad-8cbb-dd73649015d3,3,939
104835,2012-05-16,30,1da9bd91-4aa7-4252-9fcc-2da0513c6063,2,959
171039,2012-12-01,2,8d9d1ffd-b9fc-4f6c-a485-a91ce71feec1,3,760
92718,2012-09-09,11,0933fce5-e492-4761-9769-9d542dae71db,2,843
130233,2012-07-10,31,2d2c497a-bd41-49b6-adb6-968ef006864f,3,904
63920,2012-06-21,9,d267807f-15c0-40a3-8b46-02677b83ed20,0,923
103343,2012-01-07,2,04b1b366-0826-42b5-bd36-ff948f6fc2ec,2,1089
137516,2012-07-12,4,158dc34d-a8f8-458d-9ccc-5d5d94c3273a,1,902
158368,2012-05-01,15,86dc285e-907f-455e-a3cb-70e4bb7a8103,2,974
29728,2012-10-27,18,362126a7-86e1-4459-b014-05e6d676ea21,2,795
147963,2012-06-29,31,3302a9e5-fd64-4637-b9bf-d7c79b5201b3,2,915
41123,2012-08-30,31,4e9cf070-9a15-4220-99bb-1dc5eb73ebc0,2,853
26731,2012-08-02,7,97ef2909-3670-4a72-985c-613ff8c643f8,2,881
13325,2012-09-25,29,a847c5e5-0123-41d7-838f-f3e4f7595f5c,3,827
159114,2012-12-16,2,113e7532-b8f6-4441-b987-da5f83ff01f5,3,745
120333,2012-08-24,23,13db2116-8cb6-4ea8-9743-f5380df1d85c,3,859
164449,2012-06-02,27,5bbad401-9d8f-48d3-a432-9e163b11fce2,3,942
131098,2012-02-13,25,63dbb7f3-8412-4c08-8a7a-984353490a2b,2,1052
99163,2012-03-13,27,5d06c9fe-fc7c-49d5-96b0-7b0ceb8aaefc,1,1023
80934,2012-04-16,15,1cb57674-cefb-4a12-a9e2-ad5c1042ca62,0,989
47367,2012-05-18,25,81a9c82e-b898-45b4-9a01-d3d47ff4a734,3,957
152998,2012-08-16,21,63308d93-7325-460d-9ca8-32d3d9556694,2,867
8242,2012-09-16,7,060c22c1-52a5-4c76-af3c-0c4d0ffcbf22,2,836
27380,2012-11-11,2,8d81c137-820e-4b19-851f-9e62c2034283,0,780
78359,2012-03-28,15,5a524d72-d7df-4ac2-9531-96635f25410e,1,1008
134551,2012-04-16,14,73106a1b-5202-4739-80b3-4235f2f688b8,3,989
23393,2012-03-12,28,fe659b9d-5b8d-4605-82d3-0ce4ea55616b,0,1024
128855,2012-12-27,11,64b83b72-538a-4b83-81d6-fe0b434d15eb,4,734
92303,2012-03-07,27,dff49bfd-e050-4848-b547-ea0bc33b8ff3,0,1029
31047,2012-10-11,23,9c261fed-5222-4f60-9930-ce08bddab015,2,811
16412,2012-02-02,32,a83fea04-ee62-48f5-bdc4-02d17e0c7f87,2,1063
32263,2012-10-23,20,0c2d3def-9c9b-4474-9b2f-de9f5a48454f,4,799
123535,2012-04-07,2,206675d6-7dfd-4aae-830d-863ac92a1a9b,3,998
91331,2012-04-01,18,826943e9-483d-49f7-8663-52f51c602ec1,4,1004
175529,2012-07-27,29,2ec081f9-ad53-4fb5-b4da-9ebdbb0f8647,2,887
75676,2012-02-14,8,e1098c1b-9b91-4ea0-b778-eaedd58319bc,2,1051
27114,2012-11-22,24,0cc46f56-dcd8-408a-b37f-7f0319f4404b,3,769
159172,2012-03-12,24,61da211c-7704-4bec-9307-04338aedc9ec,3,1024
70422,2012-10-01,8,fb7ec081-f393-41a3-97b0-a9c102ae5d9e,2,821
20482,2012-03-15,13,22b4e906-8b4c-4f2c-9cf2-816b63f38956,0,1021
80367,2012-07-07,31,b1378723-f56f-4e2e-8542-1d53ef8e32c0,2,907
143924,2012-08-08,23,0817c0ec-7464-4988-932f-1f8ed6be421d,3,875
77595,2012-03-26,18,a3e19b39-ccf3-48ab-be04-0cd693c69e8b,2,1010
105772,2012-11-21,19,4691181d-9087-41b8-a545-35818b51618d,1,770
25409,2012-01-08,9,317644ac-ec69-4319-b0fb-96d25eacae1b,1,1088
22243,2012-02-06,5,1b043c33-9cf7-4115-95e6-9666a739b219,2,1059
152265,2012-08-18,1,f8013739-58a5-41ee-a3c8-8d4ec8b00a8b,1,865
173197,2012-02-18,4,f6522f53-5087-43ed-a6e0-00eb60b412fe,1,1047
81310,2012-04-14,32,875a127b-9bc5-42fb-a072-0085161ecb50,3,991
158948,2012-11-13,19,c2c4e175-81c7-4e2a-b728-e2e87dbef9ee,3,778
121335,2012-09-25,28,0d967948-fd18-44db-974a-a2834a0aa6ce,1,827
101370,2012-06-27,4,2f8be8c7-ce70-41a8-8531-5ffe723283cb,1,917
78117,2012-08-10,31,b6a76c03-3ad9-420e-8929-1e9dc0d2958a,2,873
47863,2012-02-13,14,50cd5945-134a-48e4-a3e2-e2a10fb00ccf,4,1052
30204,2012-11-06,26,d685533e-3716-4c8c-a84c-9ec49c043cfe,2,785
71529,2012-10-04,12,edca4924-4898-4f63-bb8a-940c55f2853f,1,818
85776,2012-04-30,32,ef7cd7b1-f16e-475b-9b71-5bd0acc6086e,4,975
21328,2012-08-29,27,d8aa8b45-7039-4708-bf40-aad3dfced8b2,2,854
44206,2012-05-30,4,a27667fa-86e4-458a-944b-2c68afde23bb,1,945
42252,2012-05-26,31,cc0093ee-a09e-4314-b463-8a81ddc44cce,2,949
55284,2012-05-10,15,cf55be7b-9af5-40db-b9d4-71e26a515923,1,965
59306,2012-04-15,22,09bbf698-395a-4b05-854e-757aa96dd993,0,990
103581,2012-01-14,32,c21bff7d-5328-458a-bfaf-1d217f908d14,3,1082
30292,2012-06-21,15,ef02b2e7-811f-4867-b679-0fd8de580eb7,1,923
14163,2012-11-29,22,02ea23bf-934f-4343-9a67-7f6b951e1019,2,762
105683,2012-10-07,29,0f867933-9873-4f11-a283-1fcd1e70d01c,2,815
95988,2012-02-15,11,4fcd31dd-851e-429b-b47a-0f4a4422e62e,0,1050
14761,2012-06-21,31,87a031f8-4fe2-40cf-90bd-5fe049ee54c0,2,923
80808,2012-08-27,14,c0fa06b9-62e4-4e17-9beb-cda12c63a8b5,3,856
36356,2012-05-21,4,1ac74533-1779-430e-8f8c-fa1e431fa88e,0,954
64554,2012-08-07,10,5b4d5ca1-1f70-4fe1-8f70-aeb6afd3c8bc,3,876
62130,2012-05-19,13,1a54d08e-2695-461c-a9f6-f7da1a2e8118,0,956
21322,2012-06-02,3,77095763-8676-4d5e-8ffa-9b04e663d2c8,2,942
84033,2012-01-15,1,ed305ee2-33c3-4766-ac86-dfc3c9c97506,3,1081
177401,2012-04-28,29,a02fdd02-48ff-400d-afda-9a9ab9af38c5,4,977
179690,2012-05-02,18,b7d4a15e-5991-4bdd-852f-258b40f1ad76,3,973
128124,2012-09-10,29,c9b782b3-525f-4a02-89e4-52feb3f769aa,4,842
38702,2012-04-17,20,59c4ad25-82da-4314-80da-6b363ce5d09c,3,988
132711,2012-03-18,32,eb699996-2b1d-4c3d-81da-e0554cfc58f4,2,1018
71525,2012-12-18,6,e3039f36-52f7-4b46-b59d-fe1764d6e866,2,743
46366,2012-02-16,31,4cffb682-0b47-4ab6-ae48-76ff385bd181,4,1049
129231,2012-02-19,26,0d39afa7-06cf-4134-b04e-07dd8974acd8,4,1046
96637,2012-01-12,22,bdb74552-5017-4dcd-9387-b4a127254514,3,1084
154174,2012-03-10,24,89273788-3732-4e96-a4a6-c987ce4a0377,1,1026
93408,2012-03-11,16,f1985f2c-9db9-4d7b-b48d-78015ab88258,0,1025
152822,2012-05-07,6,f4119b86-ce4d-4866-bcc0-6c54d84c1434,2,968
15202,2012-12-27,14,4e883f3f-adcc-4d0f-9e62-961538b687b5,3,734
30936,2012-07-13,15,66722523-9996-48b1-b66b-dcd0d4532904,0,901
77557,2012-01-17,20,a316c584-f367-46cf-ac67-6de4a7371c46,1,1079
79594,2012-01-08,22,62c37b1a-38a3-40a7-985b-bc2bbfdb3969,2,1088
135108,2012-05-13,14,56c438c4-98ea-4ae1-9c64-51005b9c8655,1,962
117993,2012-09-16,25,f3457429-34da-4bd6-94b2-b346cf466469,0,836
85720,2012-09-23,2,fb726072-0469-4f4b-90bb-84ce1ff6c876,4,829
27770,2012-08-10,4,c7b7c871-2dd2-481f-9b8e-c598e87907ff,2,873
73314,2012-03-25,2,8285bee4-ea28-4a0c-becc-30b1fd8cbe68,0,1011
10781,2012-08-07,8,4bb0672c-ab2f-4ed9-8dbb-08b558f14213,0,876
135408,2012-11-17,5,e724cb08-a9fa-418e-a3b9-d187776f3994,1,774
131423,2012-05-10,27,d2c6f74a-a625-4ca6-8482-9826132305ad,2,965
89799,2012-06-25,2,ab959c9f-4ade-4458-a516-e4d33344c254,4,919
156016,2012-11-09,4,54a3eaf3-60b3-431f-9efe-f6d107519cad,3,782
34817,2012-04-24,30,7d3a658a-7d10-4be7-a82c-ddd543aed091,2,981
140801,2012-06-02,30,8e3a1353-2184-4356-ac1a-a252a6755d48,0,942
41110,2012-08-18,8,7bafa817-9e6c-48c1-b6ba-d680ac67a2bd,3,865
20657,2012-11-24,19,e9a1bbf3-33e5-41d2-b23f-2fc1528d67b7,1,767
35134,2012-08-07,7,f95782b4-4854-48c2-9bd5-032fa7ec3f15,4,876
91459,2012-01-30,32,9cce7633-e153-4e27-a60f-0d84fc82aa8b,0,1066
164538,2012-01-28,19,515b14ce-8935-400d-ba05-9aa472ac3857,3,1068
98284,2012-06-22,22,b3520ad3-6f70-40f3-94ea-678a31e5e49d,3,922
140984,2012-03-03,24,6a398ad1-dec3-4b17-a8dc-d04aebba1b5a,2,1033
75766,2012-07-31,22,e3b9e12f-fe4a-4c41-b3ba-4987b0dc50ab,2,883
10079,2012-07-24,9,ceceeb6d-2a22-495d-82dd-a6f42e644e83,3,890
159928,2012-10-09,25,ea545c5f-142e-4958-b769-9c9e835240dc,1,813
34674,2012-02-24,7,b77b996c-fcb4-450b-b64b-123d6490a381,3,1041
90570,2012-08-09,32,34d35d74-da8e-4695-9c15-0e4311474d98,2,874
104257,2012-12-10,32,60f30f56-7bd1-494f-a0be-ccc6c3fa084a,1,751
33648,2012-01-26,30,806438bc-fa14-4ae3-9420-d6d50e28271a,2,1070
20020,2012-11-30,23,7bd9a2f2-3d22-4395-b2d7-98e231f26419,3,761
109735,2012-06-17,20,8d4f096b-db75-4db8-8e9a-25963288a566,1,927
52895,2012-12-21,22,e05091ab-214b-42e0-971a-a5918c864741,4,740
75481,2012-08-20,6,c3d9bab3-842f-42f1-a010-fdf52e9b7cbc,1,863
30546,2012-06-20,18,33330b7d-a7d8-4dc4-8a22-864dd9fe5fa7,2,924
117751,2012-08-04,30,0fd52dbe-7429-4ae7-b4af-f5174ce773a9,1,879
59362,2012-05-02,2,6092ddc7-f2da-438f-94c9-76227cbca1c7,3,973
122087,2012-08-10,9,04390b96-65ee-4688-b321-cc3fc81945c6,2,873
46430,2012-10-20,22,a0d45a0a-b666-45a1-aee5-c6f25821d9ce,4,802
8011,2012-08-01,26,b25cbd28-a9cf-4077-b77e-f0d22f5b5368,3,882
40299,2012-02-28,7,f386f6e0-45f0-4cee-9e6f-774326bff0ef,2,1037
173644,2012-04-03,17,5476f118-30da-4625-a28c-e962430c14cc,4,1002
164744,2012-11-08,18,2793d7b9-57ee-4189-b0c7-972e7ed7af34,2,783
67996,2012-11-16,24,341130b1-ba51-4563-aee7-541d8b1a7850,3,775
107601,2012-03-01,32,caa06f7a-2300-4619-af08-e344386d0bdd,4,1035
27542,2012-12-06,22,85992988-5a14-4842-8669-b151aa2ebc4d,2,755
10296,2012-12-20,12,9a339692-342b-4aa1-b87d-0805818cfa9f,2,741
22244,2012-03-10,25,555f2bf6-09ad-4e02-8b1b-c5ab86848578,3,1026
157019,2012-03-22,23,7ba4942f-487b-4767-8a8d-b4fdc5f0fd94,0,1014
101392,2012-03-27,7,98649bc2-722b-40b5-9baf-46751fa26e69,0,1009
15125,2012-10-15,15,7ef526b1-aaf0-4d5e-93a5-4f8447fe2eec,3,807
170097,2012-07-25,1,f74b83da-27e5-4f89-a4e1-f153924eaf24,0,889
115750,2012-03-28,4,7ffbc9a4-a206-416d-bac2-33fa2e9d382d,0,1008
158793,2012-05-17,22,49e7c592-54b0-4ecf-bfb4-2ea3da2fe6be,0,958
74010,2012-03-19,8,2ef92e05-2be2-4eff-ae47-f8c279da7939,1,1017
87196,2012-12-19,16,acf0501a-ebe7-4d5a-ab8e-573bc53f9878,3,742
51801,2012-05-16,29,3d8681d4-c6f4-4742-84fc-776dec90100c,3,959
