Age,Job,Marital_Status,Education,Default_On_Payments,Housing,Loan,Contact,Last_Int_Duration,Int_Nr_Campaign,Passed_Days_Last_Int,Int_Prior_Campaign,Last_Campaign_Outcome,Rate_Change_Employment,Cons_Price_Idx,Cons_Conf_Idx,Euribor_3_Months,Nr_Employed,Product_Or_Service,Date,Contact_Year,Contact_Month,Contact_Day,Quarter,Income,Customer_Seniority,Numwebvisitsmonth,Total_Children,Customer_Seniority_Days,Id
30.0,admin.,single,university_degree,No,No,No,telephone,48,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-05-24,2018,5,Thursday,2,144314,2012-01-07,18,1,1089,bc60eb92-7025-4e94-9739-ed10e6c437f4
41.0,services,married,basic_9_years,No,Yes,No,telephone,385,1,999,0,nonexistent,1.4,,-41.8,4.958,5228,0,2017-05-05,2017,5,Friday,2,170359,2012-04-25,14,4,980,cdff8945-7f71-435b-9ef9-27c13e243a18
40.0,admin.,married,high_school,No,No,No,telephone,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-03-29,2015,3,Sunday,1,65697,2012-03-10,31,3,1026,84b06a2a-f2b8-40db-a4a3-1a7adcee7d47
28.0,management,single,university_degree,No,No,No,telephone,651,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2017-06-07,2017,6,Wednesday,2,106483,2012-02-24,16,4,1041,8c199249-fc8b-4690-94c5-54978420c931
47.0,technician,married,professional_course,No,No,No,telephone,223,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-01-25,2016,1,Monday,1,111155,2012-09-22,18,2,830,83698195-0411-457f-8ac6-8fe50203ee59
59.0,services,married,high_school,No,No,No,telephone,309,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-05-19,2019,5,Sunday,2,75508,2012-05-25,27,3,950,cc3c4a40-6052-43c3-a933-07c178e526d2
33.0,blue-collar,divorced,basic_9_years,No,Yes,No,telephone,155,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-05-26,2018,5,Saturday,2,164964,2012-06-16,26,3,928,a92b78d4-0a8c-40aa-a792-c26321a21029
44.0,blue-collar,married,basic_9_years,No,No,No,telephone,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-05-28,2015,5,Thursday,2,86300,2012-06-01,28,2,943,f363fbea-59e8-47c9-a7fc-0056072f468b
38.0,technician,married,professional_course,No,Yes,Yes,telephone,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2019-08-27,2019,8,Tuesday,3,161604,2012-02-28,8,2,1037,fc8afaea-b2b0-4be6-ba07-5829548dad8b
38.0,services,married,high_school,No,No,No,telephone,252,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2019-04-03,2019,4,Wednesday,2,47159,2012-03-24,4,0,1012,f5537829-7b7d-4a83-b5e2-5acbb4577251
45.0,services,divorced,high_school,No,No,No,telephone,691,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2017-09-01,2017,9,Friday,3,33975,2012-04-17,14,3,988,febd1604-eab2-408e-8add-457be95aaad5
39.0,admin.,married,university_degree,No,No,No,telephone,93,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-10-27,2019,10,Sunday,4,134309,2012-10-06,7,2,816,e41e9c26-d060-4ae1-99c0-5acf5ce7f417
56.0,entrepreneur,married,university_degree,No,No,No,telephone,315,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-05-12,2017,5,Friday,2,57584,2012-02-16,5,4,1049,d4ffa8fe-2224-446a-bb25-7dcf24ec8e1d
53.0,entrepreneur,divorced,unknown,No,Yes,No,telephone,154,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-08-08,2015,8,Saturday,3,130825,2012-03-14,11,2,1022,73e58662-4d72-452a-aa91-18ac943f0246
35.0,technician,married,basic_6_years,No,Yes,Yes,telephone,344,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,,0,0,,0,102299,2012-11-28,2,1,763,43b2edec-055a-4358-8e2d-72e166390bf3
38.0,technician,divorced,professional_course,No,No,No,telephone,128,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-03-31,2019,3,Sunday,1,79276,2012-03-07,22,1,1029,c5f11811-890b-4c83-b399-9a819cb997f6
55.0,self-employed,married,unknown,No,Yes,Yes,telephone,278,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-09-29,2018,9,Saturday,3,41457,2012-04-21,21,3,984,214a5e77-1270-4b49-8e16-2a7090110982
30.0,technician,married,high_school,No,Yes,No,telephone,436,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-07-30,2018,7,Monday,3,144545,2012-02-04,25,1,1061,f81dbf60-66f1-4c02-b57c-15f73dcb530b
48.0,technician,married,unknown,No,No,No,telephone,189,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-02-14,2018,2,Wednesday,1,162048,2012-07-01,19,4,913,f772ba2c-d5eb-485a-8071-313823b096da
32.0,admin.,single,university_degree,No,Yes,No,telephone,186,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-03-21,2015,3,Saturday,1,107782,2012-06-20,26,3,924,bcb09eb1-0768-43be-a501-292e4b3b3096
50.0,blue-collar,married,basic_4_years,No,No,No,telephone,84,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-11-21,2018,11,Wednesday,4,51924,2012-06-21,11,4,923,12a0588e-b4ab-4ee3-b76b-2478dade6925
32.0,housemaid,married,high_school,No,No,No,telephone,264,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-04-07,2017,4,Friday,2,62707,2012-04-19,32,3,986,611ff549-58c9-4a5e-be67-75e1528c7781
43.0,blue-collar,married,basic_9_years,No,Yes,No,telephone,237,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-05-05,2016,5,Thursday,2,114368,2012-03-07,4,2,1029,11e96433-7538-45f9-9ffb-9985d794c139
38.0,technician,single,university_degree,No,No,No,telephone,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-07-17,2018,7,Tuesday,3,144836,2012-12-29,28,2,732,16a9e858-ed2c-4a3d-9e27-652879dfbfb0
39.0,admin.,married,university_degree,No,No,No,telephone,77,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-04-01,2015,4,Wednesday,2,168102,2012-06-17,31,1,927,ece9e65b-e5c0-4a94-bdcf-83afe3e8aa76
49.0,services,married,high_school,No,No,No,telephone,128,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-03-21,2017,3,Tuesday,1,152596,2012-03-08,25,3,1028,f16175b9-0823-480e-b71d-b8079c42f0c7
58.0,entrepreneur,married,university_degree,No,Yes,Yes,telephone,43,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-04-21,2018,4,Saturday,2,64037,2012-09-25,5,3,827,f118ec51-9c5f-4411-a3d4-3f4d861a45fe
35.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,64,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-02-22,2016,2,Monday,1,157361,2012-08-10,8,2,873,2d223b02-1b6c-4f6a-86c1-4a30ad5768ed
39.0,admin.,married,university_degree,No,Yes,No,telephone,351,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-06-27,2019,6,Thursday,2,117471,2012-09-05,6,1,847,c3be815f-d6cd-4d7b-a4a6-31646e104117
41.0,services,married,unknown,No,No,No,telephone,139,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-02-28,2016,2,Sunday,1,45639,2012-05-15,27,1,960,9152acc6-aa50-4520-961d-23fe670127c9
50.0,entrepreneur,married,basic_9_years,No,Yes,No,telephone,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-03-02,2018,3,Friday,1,140851,2012-05-12,13,2,963,aa790532-c8e1-48c0-9798-7f8e70c13ba4
54.0,technician,married,university_degree,No,Yes,No,telephone,394,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-01-09,2018,1,Tuesday,1,139371,2012-04-11,20,1,994,cd10c9e4-32c2-4a54-ad58-6fea1fb1b1cb
42.0,blue-collar,married,basic_6_years,No,Yes,No,telephone,174,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-08-02,2019,8,Friday,3,119148,2012-10-18,31,3,804,026ae79c-a44a-495f-95b4-91ce3956ca12
31.0,services,married,high_school,No,No,Yes,telephone,62,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-06-04,2017,6,Sunday,2,108592,2012-12-27,18,3,734,069967c2-b4d3-450c-aa5a-c7bb4b6371fe
43.0,blue-collar,married,basic_4_years,No,No,No,telephone,349,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2017-08-26,2017,8,Saturday,3,177013,2012-03-26,19,3,1010,e0c06d5c-8583-4d01-afa5-0497ae8b4e41
58.0,admin.,single,university_degree,No,No,No,telephone,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-04-17,2015,4,Friday,2,64265,2012-11-22,2,0,769,4d5dfd45-fd39-4fcc-b431-ba3e73b7f7cf
35.0,housemaid,married,high_school,No,No,No,telephone,56,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-10-12,2015,10,Monday,4,157000,2012-12-11,4,3,750,b343d3f1-eb6c-4c27-bb24-f900eabe87bf
59.0,services,divorced,high_school,No,No,No,telephone,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-05-22,2017,5,Monday,2,63417,2012-10-28,21,1,794,7eef18bc-0e88-42d7-88bd-1cd30d8eb9eb
40.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,134,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-06-27,2018,6,Wednesday,2,171564,2012-11-20,1,2,771,cac61085-358e-4994-aa3d-a7e71890ef32
48.0,admin.,married,basic_9_years,No,No,No,telephone,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-07-16,2015,7,Thursday,3,168268,2012-10-28,29,3,794,540c4901-2087-42b7-a05b-7592dde60344
49.0,admin.,married,university_degree,No,Yes,Yes,telephone,185,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-03-11,2018,3,Sunday,1,121922,2012-09-16,12,1,836,3add17f2-ede4-4585-8bd9-22d015b13aaa
59.0,housemaid,married,high_school,No,No,No,telephone,331,12,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-11-13,2019,11,Wednesday,4,32981,2012-11-08,4,1,783,620bf993-6730-4cbd-81f8-484f9a916b0a
24.0,blue-collar,married,basic_9_years,No,No,Yes,telephone,167,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-03-21,2019,3,Thursday,1,141317,2012-12-31,5,3,730,ebb22432-03d9-4ba8-935a-d9f58bec7e53
43.0,management,married,high_school,No,Yes,No,telephone,30,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-07-22,2019,7,Monday,3,39832,2012-07-21,18,0,893,40fd4240-d314-4ce2-ba9e-57f048ceed56
36.0,services,married,high_school,No,Yes,Yes,telephone,77,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-07-18,2019,7,Thursday,3,52190,2012-07-24,9,4,890,097cd366-cf5a-454f-9ee6-49b544cd4b3d
56.0,blue-collar,married,basic_4_years,No,No,No,telephone,136,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-03-11,2019,3,Monday,1,154632,2012-06-09,26,3,935,afe3460e-ef42-4f91-a921-926dff6a3a10
34.0,technician,married,professional_course,No,No,No,telephone,320,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-08-25,2018,8,Saturday,3,32139,2012-08-20,3,3,863,564b364f-abda-41f8-923e-c140e1b7eb3f
27.0,admin.,divorced,high_school,No,No,No,telephone,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-06-26,2016,6,Sunday,2,72791,2012-08-04,11,3,879,b00599f6-0e04-4199-b61f-87161c36a3bc
34.0,technician,married,professional_course,No,No,No,telephone,10,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-11-27,2017,11,Monday,4,169708,2012-11-15,4,2,776,df0d8645-eb80-452c-b071-41f0e4641ef0
58.0,services,married,basic_4_years,No,No,No,telephone,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-09-19,2015,9,Saturday,3,89757,2012-02-16,30,2,1049,9035239d-1641-4646-ab0a-8ad4ecf98d6c
39.0,unemployed,married,university_degree,No,Yes,No,telephone,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-07-07,2017,7,Friday,3,161557,2012-05-07,13,3,968,3bddec37-006f-43d1-b492-0a4bf97e1846
46.0,technician,married,university_degree,No,No,Yes,telephone,993,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2016-02-13,2016,2,Saturday,1,153383,2012-06-19,24,2,925,97eaf93f-9ebd-4b81-9bbf-a7834626974e
40.0,blue-collar,single,basic_4_years,No,Yes,No,telephone,160,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-02-14,2017,2,Tuesday,1,121120,2012-02-23,26,2,1042,005c7065-0738-4b6a-96a2-3b33825857b7
39.0,technician,married,professional_course,No,No,Yes,telephone,138,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-05-23,2018,5,Wednesday,2,160303,2012-01-13,22,2,1083,ae139e92-bfeb-4146-9efa-2374f9b2efd3
42.0,admin.,single,university_degree,No,No,Yes,telephone,122,1,999,0,nonexistent,1.4,,-41.8,4.958,5228,0,2018-03-09,2018,3,Friday,1,34237,2012-06-22,32,2,922,dc57c225-632b-4cae-aa60-e7c8de03add1
39.0,blue-collar,married,basic_6_years,No,No,No,telephone,919,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2019-12-09,2019,12,Monday,4,128219,2012-11-28,21,2,763,d2206cbf-57b9-489f-a9ae-28ce2a702967
32.0,technician,married,basic_9_years,No,No,No,telephone,52,5,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-02-28,2017,2,Tuesday,1,57759,2012-05-27,21,1,948,00db99fe-3e0c-4d72-9585-52502f4d6ede
44.0,admin.,single,university_degree,No,No,No,telephone,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2016-08-21,2016,8,Sunday,3,8834,2012-10-21,11,0,801,2c98fc67-11aa-4582-9470-709d57c11ae1
52.0,blue-collar,single,basic_4_years,No,Yes,No,telephone,558,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-07-28,2016,7,Thursday,3,17421,2012-02-04,27,3,1061,bad0639e-dc14-4e0f-b660-73be054ff7d8
40.0,blue-collar,married,basic_4_years,No,No,No,telephone,124,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-09-24,2018,9,Monday,3,62647,2012-03-20,6,4,1016,78a996e7-d262-432c-a844-d61f24b87e8b
43.0,admin.,single,high_school,No,No,No,telephone,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-11-30,2019,11,Saturday,4,8694,2012-09-19,14,2,833,ed2a598e-50eb-49c9-acac-90b72c4f0bde
39.0,blue-collar,married,high_school,No,No,No,telephone,992,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2015-07-30,2015,7,Thursday,3,135136,2012-12-18,18,3,743,a3c89376-68c9-400e-b871-9cb79cfb47ed
54.0,housemaid,married,basic_4_years,No,No,No,telephone,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-12-09,2018,12,Sunday,4,93316,2012-10-24,22,1,798,6c77f664-3638-4b84-a071-3f3d7249e737
35.0,services,married,basic_9_years,No,No,Yes,telephone,98,1,999,0,nonexistent,1.4,,-41.8,4.857,5228,0,2016-08-13,2016,8,Saturday,3,105022,2012-07-06,29,1,908,1d1b7843-2691-4136-a490-5ea7fe8335d4
34.0,services,married,high_school,No,No,No,telephone,54,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2017-09-24,2017,9,Sunday,3,130271,2012-07-02,24,3,912,3d737f13-7ec8-4ef8-bec3-810ee6a8239b
39.0,services,single,basic_4_years,No,No,Yes,telephone,58,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-10-27,2018,10,Saturday,4,40244,2012-08-08,24,1,875,bc2989aa-7a5d-4fcb-8e45-d84a18c8fa8e
42.0,technician,married,professional_course,No,No,No,telephone,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-04-16,2016,4,Saturday,2,171709,2012-06-09,22,3,935,a1357340-ad4e-4185-8523-d6525bc59bb4
33.0,management,single,university_degree,No,Yes,No,telephone,118,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-06-14,2019,6,Friday,2,41839,2012-01-07,18,4,1089,0a02c158-8653-489e-903b-9f364e83ecb7
39.0,management,married,university_degree,No,No,Yes,telephone,127,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2015-03-24,2015,3,Tuesday,1,160185,2012-05-02,18,4,973,3ce857b6-60f2-4e41-85d2-f9673f589d62
47.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,309,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-01-18,2018,1,Thursday,1,168124,2012-10-16,29,3,806,635908d8-4e76-4d0d-b5cc-d39e5de66847
56.0,blue-collar,married,basic_4_years,No,No,No,telephone,871,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2017-01-09,2017,1,Monday,1,20280,2012-05-16,28,2,959,8663050c-cd04-4008-8d35-706883fb641f
49.0,blue-collar,married,basic_4_years,No,No,No,telephone,577,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,1,2017-11-24,2017,11,Friday,4,14465,2012-03-18,10,1,1018,7be6ff8c-2a0b-42d9-8e84-2277e28168d5
39.0,entrepreneur,married,high_school,No,Yes,No,telephone,582,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-05-08,2016,5,Sunday,2,83101,2012-10-05,22,2,817,42f3e6ca-3f3d-4bd5-8dbc-1e9ecde7bb94
29.0,services,married,professional_course,No,No,No,telephone,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-02-21,2017,2,Tuesday,1,94553,2012-06-05,16,3,939,05f23bac-bb40-42c9-9ae7-7439f3fe2854
55.0,blue-collar,divorced,basic_4_years,No,No,No,telephone,270,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2017-03-09,2017,3,Thursday,1,89057,2012-08-07,27,3,876,96300fbd-bea5-459e-b0e3-becc86a4c762
34.0,technician,married,professional_course,No,No,No,telephone,317,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-09-25,2017,9,Monday,3,16268,2012-01-07,7,2,1089,54bfd638-207b-4771-ab39-b1fe52ca601f
32.0,technician,married,university_degree,No,No,No,telephone,281,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-04-13,2015,4,Monday,2,39197,2012-02-10,26,2,1055,2fb54fe5-6266-4005-a877-9cb7523db338
39.0,entrepreneur,married,professional_course,No,Yes,No,telephone,410,1,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2018-09-18,2018,9,Tuesday,3,140168,2012-05-22,7,3,953,aede6573-d6b6-4f24-83c7-57d07496d2e9
31.0,blue-collar,married,basic_9_years,No,No,No,telephone,186,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-10-02,2016,10,Sunday,4,92142,2012-03-20,12,1,1016,3713aceb-2bca-47ba-92cc-f8dc49f275fc
54.0,technician,married,university_degree,No,No,No,telephone,322,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-09-23,2016,9,Friday,3,57154,2012-12-29,13,3,732,15d34318-357c-460d-a68e-18424d4b59da
44.0,management,divorced,university_degree,No,Yes,Yes,telephone,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-06-14,2018,6,Thursday,2,68015,2012-08-07,17,2,876,88b6a3ba-17a3-4a06-b937-cf04ff49693c
52.0,blue-collar,married,basic_9_years,No,No,No,telephone,283,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-01-26,2017,1,Thursday,1,54444,2012-08-21,25,2,862,2be5f778-6883-4e75-ae44-3896be03655f
49.0,technician,married,professional_course,No,Yes,Yes,telephone,88,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-09-17,2018,9,Monday,3,55238,2012-09-18,22,2,834,9acb22c8-581d-4760-a3f4-21f14fc2e776
35.0,technician,divorced,professional_course,No,Yes,No,telephone,312,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-07-13,2017,7,Thursday,3,123134,2012-02-16,8,3,1049,baa1a11a-53f7-4624-8275-367087693cbc
43.0,entrepreneur,married,high_school,No,No,No,telephone,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2016-11-10,2016,11,Thursday,4,175001,2012-07-27,25,2,887,89891615-a57e-4a13-bd2f-f3e2ba74ddca
59.0,entrepreneur,divorced,high_school,No,Yes,No,telephone,1268,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2016-08-20,2016,8,Saturday,3,96358,2012-03-24,29,2,1012,3666781a-295a-477c-9843-5a21f7847473
39.0,services,married,high_school,No,Yes,Yes,telephone,602,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2017-10-30,2017,10,Monday,4,167755,2012-08-31,2,0,852,02b4422a-203d-4377-9ae0-3a81986914c8
39.0,services,single,high_school,No,Yes,No,telephone,1178,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-03-27,2019,3,Wednesday,1,109980,2012-02-02,7,0,1063,1d665b4b-37a8-45dd-af9d-e516f38294dc
36.0,self-employed,divorced,university_degree,No,Yes,No,telephone,130,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-04-27,2015,4,Monday,2,180337,2012-08-28,15,2,855,e0b589a5-c8c2-4231-ae37-ff81aa863c48
44.0,admin.,single,university_degree,No,Yes,No,telephone,541,17,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2015-08-25,2015,8,Tuesday,3,164163,2012-03-18,31,0,1018,3355d61b-6b1a-4bb1-9123-7c2ee697548f
44.0,management,married,high_school,No,Yes,No,telephone,226,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-11-30,2019,11,Saturday,4,13150,2012-03-02,21,2,1034,3cbecc6a-3fe5-41ba-af90-b5d5ebf57bae
37.0,blue-collar,married,basic_4_years,No,No,Yes,telephone,640,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-11-13,2018,11,Tuesday,4,172675,2012-04-13,20,3,992,4e99d8ea-df73-4060-a539-93d92fc18e76
41.0,blue-collar,married,basic_4_years,No,No,No,telephone,340,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-05-27,2015,5,Wednesday,2,69718,2012-11-12,18,2,779,b9b3d8a7-2d93-447a-9c9a-b1831e9be51d
39.0,management,married,university_degree,No,Yes,No,telephone,230,7,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-08-20,2019,8,Tuesday,3,71477,2012-04-18,11,2,987,0badc8dc-a701-4e30-b67e-6a920029811c
52.0,blue-collar,married,basic_4_years,No,Yes,No,telephone,159,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2018-11-20,2018,11,Tuesday,4,120364,2012-10-12,13,4,810,a6f0eb12-1926-4202-b751-f441a750a502
45.0,blue-collar,single,basic_6_years,No,No,No,telephone,138,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-07-15,2018,7,Sunday,3,14753,2012-10-17,14,3,805,b5707470-654f-46e4-a05c-cb3b431b617b
30.0,technician,single,professional_course,No,,,telephone,773,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-12-22,2015,12,Tuesday,4,154522,2012-05-05,16,2,970,66bfd85e-a662-4f32-a686-7adbde8dec71
48.0,management,married,university_degree,No,Yes,No,telephone,298,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-06-18,2019,6,Tuesday,2,66872,2012-02-08,23,1,1057,fd4c4bf2-d2e7-4193-aa33-3e87dfe07f1e
43.0,blue-collar,married,basic_4_years,No,,,telephone,1618,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,1,2017-02-08,2017,2,Wednesday,1,77086,2012-07-26,18,1,888,29288af5-1fc1-4a61-9c79-bf346e146174
48.0,blue-collar,married,basic_6_years,No,No,No,telephone,361,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-04-16,2016,4,Saturday,2,30404,2012-02-08,16,3,1057,218acbc7-16d0-4992-a06a-11390c60f836
40.0,blue-collar,married,unknown,No,No,No,telephone,100,4,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-01-07,2018,1,Sunday,1,110669,2012-01-31,17,2,1065,b927f61b-4650-445e-a62b-6cf29c33a5bb
29.0,blue-collar,married,high_school,No,No,No,telephone,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-03-09,2016,3,Wednesday,1,168106,2012-10-16,23,0,806,c427ded9-a666-4678-a007-6ec61f6b751d
50.0,admin.,married,university_degree,No,Yes,No,telephone,153,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-06-16,2018,6,Saturday,2,149422,2012-08-05,28,2,878,98328bc8-2ace-4eac-a5e1-00d63286d58f
39.0,blue-collar,married,basic_4_years,No,No,No,telephone,67,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-06-29,2015,6,Monday,2,153959,2012-03-01,27,2,1035,dc7e41e9-7d4c-4d7e-ba40-385e55e3125e
44.0,services,married,high_school,No,Yes,No,telephone,462,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-10-13,2018,10,Saturday,4,142977,2012-03-24,17,2,1012,8ee862f7-48f2-41c3-a839-f6d0c6eb83e0
49.0,technician,married,professional_course,No,Yes,No,telephone,320,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2016-03-22,2016,3,Tuesday,1,44721,2012-09-05,10,3,847,7768091c-f0fc-4c7c-9169-52f89a756c20
38.0,management,single,university_degree,No,Yes,No,telephone,69,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2019-06-21,2019,6,Friday,2,170842,2012-01-20,11,1,1076,2d937171-9965-4fd6-807e-c174ba52d787
39.0,admin.,married,high_school,No,Yes,No,telephone,71,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2015-02-22,2015,2,Sunday,1,54060,2012-11-23,11,4,768,4c91d46e-96ca-4f6e-881c-acdd3fa35ec8
43.0,blue-collar,divorced,basic_9_years,No,No,No,telephone,190,2,999,0,nonexistent,1.4,94.465,-41.8,4.857,5228,0,2018-11-11,2018,11,Sunday,4,45585,2012-07-02,32,0,912,bef8ae34-b8cf-4b14-a19b-68d485e65905
30.0,entrepreneur,married,university_degree,No,Yes,No,telephone,204,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228,0,2018-04-03,2018,4,Tuesday,2,39342,2012-06-04,18,2,940,04a17433-3a3c-4566-b977-a2e6f715c6c5
